Age,Workclass,fnlwgt,Education,Education-Num,Marital-Status,Occupation,Relationship,Race,Sex,Capital-gain,Capital-loss,Hours-per-week,Native-Country,Class
74, Local-gov,382539, 11th,14, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,47491,3443,77, Canada, <=50K
61, Local-gov,90370, 10th,15, Married-AF-spouse, ?, Not-in-family, Other, Female,72574,2400,64, Cambodia, >50K
72, ?,622065, 10th,8, Married-civ-spouse, ?, Other-relative, Asian-Pac-Islander, Female,20066,756,31, Cambodia, >50K
50, ?,156174, 11th,13, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,86621,1552,11, ?, <=50K
58, ?,100898, 10th,11, Married-AF-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,78928,52,80, Cambodia, >50K
46, ?,206184, 12th,8, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,45150,1121,39, Cambodia, <=50K
18, Federal-gov,100898, 11th,2, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,32775,3026,94, China, <=50K
30, ?,398332, 12th,2, Divorced, ?, Husband, White, Female,28762,639,30, ?, <=50K
65, ?,148277, 10th,13, Married-spouse-absent, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,36788,756,63, Cambodia, >50K
25, Local-gov,587847, 10th,13, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,51504,3534,20, Cambodia, >50K
43, Federal-gov,522043, 10th,8, Divorced, ?, Other-relative, Asian-Pac-Islander, Female,45150,1134,85, Cambodia, >50K
59, ?,422021, 5th-6th,5, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,96988,717,44, Canada, >50K
23, ?,419389, 10th,8, Divorced, Armed-Forces, Not-in-family, Asian-Pac-Islander, Female,64213,2647,50, Cambodia, >50K
34, ?,508882, 10th,11, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,62875,3182,48, ?, <=50K
31, ?,372010, 12th,3, Divorced, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,51838,3795,73, Canada, >50K
52, ?,166702, 10th,6, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male,15384,2165,34, Columbia, <=50K
27, Local-gov,108795, 10th,3, Divorced, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,29431,600,19, ?, >50K
45, Local-gov,561525, 10th,15, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female,94647,378,22, ?, >50K
84, Federal-gov,477296, 10th,11, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,24748,1369,93, Canada, <=50K
29, Private,285149, 11th,13, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Male,47156,482,97, ?, <=50K
35, Federal-gov,24566, 10th,10, Divorced, ?, Husband, Other, Male,19063,3873,20, Cambodia, <=50K
45, ?,166702, 10th,2, Married-spouse-absent, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,15718,3339,51, China, >50K
27, Federal-gov,24566, 9th,14, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,81938,3860,29, ?, <=50K
23, ?,264092, 12th,11, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,98661,3626,89, Cambodia, >50K
87, ?,71945, 10th,10, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Female,97992,430,95, ?, >50K
26, Federal-gov,321999, 10th,10, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,50835,156,14, Cambodia, <=50K
88, ?,653651, 10th,14, Married-civ-spouse, Armed-Forces, Not-in-family, Asian-Pac-Islander, Female,80935,2295,63, Cuba, >50K
35, Local-gov,429918, 11th,5, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,16387,495,16, Cambodia, >50K
71, ?,227242, 12th,10, Married-AF-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,75250,2295,8, Cambodia, >50K
64, Federal-gov,437814, 11th,13, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female,65551,3886,45, Cambodia, >50K
41, Federal-gov,77209, 10th,10, Divorced, ?, Other-relative, Asian-Pac-Islander, Male,38461,143,15, Cuba, >50K
51, ?,71945, 1st-4th,7, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,46822,1604,26, ?, >50K
44, Never-worked,116691, 10th,7, Divorced, Adm-clerical, Not-in-family, Black, Female,60200,2947,24, ?, >50K
44, Never-worked,361482, 11th,6, Married-spouse-absent, Adm-clerical, Not-in-family, Other, Female,49832,1695,80, ?, <=50K
78, Local-gov,245667, 10th,1, Divorced, Armed-Forces, Unmarried, Amer-Indian-Eskimo, Female,69898,234,52, ?, >50K
38, ?,56152, 10th,7, Divorced, Adm-clerical, Not-in-family, Black, Male,7023,2400,93, Cambodia, <=50K
17, ?,45623, 10th,7, Divorced, ?, Own-child, Other, Female,15384,3052,25, Canada, >50K
51, ?,108795, 10th,1, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,34113,847,88, Canada, <=50K
30, Federal-gov,203552, 11th,12, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,25417,3313,63, ?, <=50K
27, Private,303574, 10th,12, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,54514,1891,52, Cambodia, <=50K
66, ?,672076, 11th,9, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,62875,2921,32, ?, <=50K
17, Federal-gov,611536, 11th,7, Married-AF-spouse, ?, Husband, Asian-Pac-Islander, Female,3010,404,7, Canada, >50K
80, Federal-gov,143013, 11th,7, Separated, ?, Husband, Amer-Indian-Eskimo, Male,87958,860,79, Columbia, <=50K
65, Federal-gov,385171, 11th,11, Divorced, ?, Own-child, Amer-Indian-Eskimo, Male,59196,352,75, Cambodia, >50K
61, Local-gov,806316, 12th,13, Divorced, ?, Husband, Black, Male,36788,717,80, ?, <=50K
57, Local-gov,687869, 11th,10, Married-civ-spouse, ?, Husband, Black, Male,24080,3247,48, ?, <=50K
19, Federal-gov,145645, 12th,2, Divorced, Adm-clerical, Not-in-family, Black, Female,55517,1930,29, ?, >50K
38, ?,579950, 1st-4th,14, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,55517,1786,78, ?, <=50K
49, Private,485193, 10th,4, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,31437,886,85, Cambodia, >50K
82, ?,450975, 12th,13, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,6354,2778,31, ?, >50K
62, Federal-gov,574686, 10th,6, Divorced, Armed-Forces, Husband, Asian-Pac-Islander, Female,25083,2230,9, ?, <=50K
77, ?,85105, 7th-8th,14, Never-married, Craft-repair, Husband, Black, Female,45484,2386,85, ?, >50K
45, Private,685236, 10th,7, Divorced, ?, Husband, Other, Male,78928,2608,37, Canada, <=50K
43, ?,732615, 10th,4, Married-AF-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Male,54180,560,58, ?, <=50K
67, ?,437814, 11th,5, Married-civ-spouse, ?, Unmarried, Asian-Pac-Islander, Female,26755,926,3, ?, <=50K
81, ?,764201, 11th,12, Married-AF-spouse, Armed-Forces, Not-in-family, White, Female,13712,417,41, Canada, <=50K
18, Federal-gov,79841, 10th,10, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,65885,2491,70, ?, <=50K
59, Local-gov,219345, 10th,8, Married-spouse-absent, Adm-clerical, Husband, Black, Male,92975,2230,31, ?, <=50K
54, Local-gov,656283, 10th,7, Married-AF-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,64213,3534,43, ?, <=50K
44, ?,24566, 10th,3, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,90300,1747,89, Cambodia, <=50K
59, ?,379907, 10th,10, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,44815,300,40, ?, >50K
60, Never-worked,432550, 10th,14, Married-spouse-absent, ?, Husband, Amer-Indian-Eskimo, Male,81938,2543,7, Cambodia, <=50K
29, Never-worked,522043, 10th,13, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male,36120,2765,92, Cambodia, >50K
21, Federal-gov,661547, 10th,4, Married-civ-spouse, ?, Husband, Black, Male,93978,3560,72, Canada, <=50K
89, Self-emp-inc,779994, 10th,14, Divorced, ?, Husband, Asian-Pac-Islander, Male,22742,926,74, Cambodia, >50K
79, ?,61416, 12th,3, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,26421,2973,78, ?, <=50K
58, Private,224610, 12th,12, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,25083,508,20, ?, <=50K
31, ?,435182, 11th,1, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Female,18728,2934,78, ?, <=50K
33, Federal-gov,790523, 10th,10, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,23076,1121,91, ?, >50K
46, ?,177231, 10th,1, Divorced, Craft-repair, Not-in-family, Black, Female,68895,3508,21, Canada, <=50K
28, Federal-gov,601007, 10th,7, Divorced, ?, Other-relative, Amer-Indian-Eskimo, Female,21404,2504,6, Canada, <=50K
18, ?,693133, 11th,14, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,46487,3639,15, ?, >50K
39, Never-worked,187759, 7th-8th,11, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,71905,195,10, Cambodia, >50K
75, ?,206184, 1st-4th,14, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,29096,3573,82, ?, <=50K
30, Federal-gov,61416, 11th,14, Married-AF-spouse, Adm-clerical, Other-relative, Black, Female,68561,808,16, Cambodia, <=50K
25, ?,132484, 12th,4, Married-AF-spouse, ?, Husband, Amer-Indian-Eskimo, Female,55517,2739,82, ?, >50K
30, ?,422021, 10th,13, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,30100,1499,46, Canada, <=50K
49, ?,306206, 5th-6th,6, Divorced, ?, Own-child, Asian-Pac-Islander, Female,81938,2673,29, ?, <=50K
63, Federal-gov,187759, 10th,8, Married-AF-spouse, ?, Not-in-family, Asian-Pac-Islander, Female,2006,3782,19, Columbia, >50K
76, Never-worked,787890, 11th,7, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7023,3704,64, ?, >50K
47, ?,493089, 11th,10, Married-AF-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Male,21404,3717,50, Cambodia, >50K
40, ?,616800, 10th,15, Married-spouse-absent, ?, Husband, Amer-Indian-Eskimo, Female,5685,1995,64, Cambodia, >50K
35, Federal-gov,416757, 11th,7, Married-AF-spouse, Farming-fishing, Unmarried, White, Female,56186,2008,1, Canada, <=50K
69, Federal-gov,382539, 11th,15, Divorced, ?, Husband, Asian-Pac-Islander, Male,27758,3352,26, ?, <=50K
34, ?,456239, 11th,5, Divorced, Prof-specialty, Husband, Black, Male,30768,2869,15, Cambodia, >50K
18, ?,85105, 11th,1, Married-AF-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,60200,2334,35, Canada, >50K
71, Local-gov,356217, 10th,5, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,52173,2295,58, ?, <=50K
28, Federal-gov,453607, 10th,5, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Female,78260,1917,35, ?, >50K
44, ?,658915, 10th,3, Divorced, ?, Husband, Asian-Pac-Islander, Male,76253,2400,61, Cambodia, >50K
36, ?,532572, 11th,2, Divorced, ?, Own-child, Asian-Pac-Islander, Male,45484,1160,50, Columbia, >50K
60, ?,716822, 11th,14, Married-AF-spouse, Armed-Forces, Own-child, Other, Female,96988,247,38, Columbia, <=50K
56, ?,214081, 10th,7, Divorced, ?, Own-child, Amer-Indian-Eskimo, Female,96654,1591,56, China, <=50K
51, Private,595743, 10th,3, Married-spouse-absent, ?, Other-relative, White, Female,46822,2973,18, Cambodia, <=50K
73, Federal-gov,751040, 12th,9, Married-spouse-absent, ?, Husband, Amer-Indian-Eskimo, Male,8695,2647,39, ?, >50K
26, Federal-gov,453607, 10th,1, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,97992,3456,30, Cambodia, >50K
40, ?,332528, 11th,6, Married-civ-spouse, ?, Not-in-family, Asian-Pac-Islander, Female,71905,1669,61, Canada, >50K
89, Never-worked,529939, 12th,6, Divorced, ?, Not-in-family, Other, Female,88962,2034,52, Ecuador, >50K
58, ?,743144, 10th,12, Married-AF-spouse, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Male,30434,1852,88, Ecuador, >50K
88, Federal-gov,785258, 10th,7, Married-AF-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,38795,2765,25, Canada, <=50K
88, Local-gov,698397, 12th,8, Married-spouse-absent, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,65551,3378,13, Cambodia, >50K
46, Never-worked,377274, 1st-4th,1, Married-AF-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Male,56521,2282,20, ?, >50K
86, ?,595743, 11th,11, Married-AF-spouse, ?, Husband, Asian-Pac-Islander, Male,56186,3182,88, China, >50K
23, ?,287781, 10th,6, Divorced, ?, Husband, Asian-Pac-Islander, Female,29431,3743,74, Canada, <=50K
85, Federal-gov,756305, 11th,9, Divorced, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Female,35785,2334,9, ?, <=50K
71, Federal-gov,779994, 11th,11, Married-civ-spouse, Adm-clerical, Husband, Black, Male,55183,1147,76, China, <=50K
43, State-gov,627329, 10th,5, Married-spouse-absent, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,5016,1565,35, Columbia, >50K
85, Local-gov,590479, 12th,14, Married-AF-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,56521,1552,1, ?, <=50K
56, ?,361482, 10th,2, Married-AF-spouse, Armed-Forces, Husband, Asian-Pac-Islander, Male,60200,1017,37, Cambodia, <=50K
24, Local-gov,616800, 1st-4th,1, Married-AF-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Female,66888,600,10, China, <=50K
31, Federal-gov,806316, 10th,11, Never-married, ?, Unmarried, Amer-Indian-Eskimo, Female,14381,3821,77, China, <=50K
80, Federal-gov,135116, 10th,15, Never-married, Armed-Forces, Husband, Asian-Pac-Islander, Female,79932,221,90, Cuba, <=50K
18, ?,148277, 10th,2, Married-civ-spouse, ?, Not-in-family, Other, Female,55183,3495,30, China, >50K
87, ?,345689, 5th-6th,14, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,65551,3534,52, ?, <=50K
30, Federal-gov,171966, 10th,1, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,14715,521,29, Cambodia, >50K
43, Local-gov,111427, 10th,14, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male,73912,1408,71, ?, <=50K
86, ?,395699, 10th,3, Married-AF-spouse, ?, Not-in-family, Asian-Pac-Islander, Female,9030,3560,57, ?, >50K
34, Local-gov,400964, 10th,3, Married-civ-spouse, Farming-fishing, Other-relative, Asian-Pac-Islander, Male,55852,339,59, Canada, <=50K
62, ?,553629, 5th-6th,6, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,45150,3443,49, ?, <=50K
36, Federal-gov,669443, 12th,11, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,92306,1826,19, Cambodia, >50K
56, ?,19302, 11th,15, Married-civ-spouse, Armed-Forces, Husband, White, Male,93310,1839,79, ?, <=50K
35, Never-worked,111427, 10th,12, Married-spouse-absent, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,30768,260,35, Cambodia, <=50K
31, ?,529939, 10th,12, Divorced, ?, Husband, Black, Male,89631,3260,79, ?, >50K
83, Federal-gov,40359, 10th,5, Married-civ-spouse, ?, Wife, White, Female,42140,521,99, Cambodia, <=50K
36, Local-gov,703662, 10th,11, Married-AF-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,54514,3873,94, ?, >50K
37, Local-gov,803683, 12th,9, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,668,1865,56, Canada, >50K
42, Federal-gov,240402, 12th,3, Widowed, Adm-clerical, Husband, Asian-Pac-Islander, Male,22073,2608,55, ?, >50K
63, Federal-gov,445710, 10th,12, Divorced, Armed-Forces, Husband, Asian-Pac-Islander, Female,21738,1278,6, ?, <=50K
74, ?,779994, 10th,14, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Male,50835,1682,91, Cambodia, <=50K
74, ?,353585, 10th,15, Divorced, ?, Other-relative, Black, Male,37123,2530,66, ?, >50K
69, ?,166702, 11th,13, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,22073,3769,7, China, <=50K
19, Local-gov,203552, 11th,6, Divorced, ?, Husband, Asian-Pac-Islander, Male,76253,1186,86, Cambodia, <=50K
57, ?,329896, 10th,15, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Female,9698,1565,88, Cambodia, >50K
38, Local-gov,453607, 10th,11, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,59196,704,61, Cambodia, <=50K
25, ?,777362, 7th-8th,5, Divorced, ?, Husband, Asian-Pac-Islander, Male,81270,3639,40, ?, <=50K
77, ?,221977, 12th,2, Married-civ-spouse, Armed-Forces, Husband, Black, Male,3344,0,71, Canada, >50K
48, ?,553629, 12th,2, Married-civ-spouse, ?, Husband, White, Female,75250,3117,77, ?, <=50K
66, Federal-gov,506250, 10th,3, Married-AF-spouse, ?, Husband, Black, Female,65551,3443,44, ?, <=50K
66, ?,711558, 11th,6, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,5016,1643,45, Cambodia, >50K
38, Federal-gov,124588, 10th,2, Divorced, ?, Other-relative, Amer-Indian-Eskimo, Female,76587,352,35, ?, >50K
65, ?,229874, 10th,6, Married-civ-spouse, Armed-Forces, Not-in-family, Amer-Indian-Eskimo, Male,61203,1682,83, ?, >50K
60, ?,150909, 10th,2, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,22407,808,46, Canada, >50K
70, ?,524675, 11th,5, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,95651,0,92, Canada, <=50K
38, Federal-gov,106163, 10th,10, Married-civ-spouse, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,97323,1226,81, China, <=50K
66, Local-gov,293046, 10th,3, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,60868,3691,27, Canada, >50K
48, ?,450975, 10th,15, Married-AF-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,19732,195,17, Canada, <=50K
87, ?,503618, 9th,1, Divorced, Armed-Forces, Own-child, Asian-Pac-Islander, Male,73577,208,11, ?, >50K
56, Federal-gov,708926, 11th,7, Married-spouse-absent, Armed-Forces, Husband, Asian-Pac-Islander, Male,44146,1408,98, Cambodia, >50K
29, ?,250931, 10th,1, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,42474,3313,29, Cambodia, <=50K
46, Federal-gov,356217, 10th,11, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,5685,482,4, ?, <=50K
27, ?,143013, 10th,7, Married-AF-spouse, ?, Husband, Other, Male,3678,2895,34, ?, <=50K
29, Federal-gov,695765, 10th,1, Divorced, ?, Husband, White, Female,36788,365,29, ?, <=50K
89, ?,801051, 11th,3, Divorced, ?, Not-in-family, Amer-Indian-Eskimo, Female,74246,1134,23, Canada, >50K
34, ?,790523, 10th,15, Divorced, ?, Other-relative, Amer-Indian-Eskimo, Female,10367,78,44, ?, <=50K
56, ?,724719, 11th,11, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,5685,2452,24, China, <=50K
88, ?,693133, 1st-4th,2, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,2006,2165,71, ?, >50K
80, ?,198288, 10th,4, Divorced, Adm-clerical, Not-in-family, White, Male,8695,3247,77, Cambodia, >50K
31, ?,472032, 10th,15, Divorced, ?, Husband, Asian-Pac-Islander, Male,22407,2217,6, Cambodia, >50K
22, Never-worked,108795, 10th,10, Divorced, ?, Husband, Black, Male,84614,3247,79, Columbia, <=50K
25, Self-emp-inc,277253, 10th,13, Divorced, ?, Husband, Black, Male,31772,3534,6, Columbia, <=50K
28, Federal-gov,508882, 11th,15, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo, Male,10702,1017,63, ?, <=50K
81, ?,645754, 12th,9, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,42808,1160,34, Canada, <=50K
45, Never-worked,706294, 1st-4th,14, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,47491,3639,71, China, >50K
72, ?,274620, 11th,14, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,13377,3600,2, ?, <=50K
46, ?,593111, 1st-4th,10, Married-spouse-absent, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,54180,3873,54, ?, <=50K
31, Local-gov,601007, 10th,14, Widowed, ?, Other-relative, Other, Male,11036,1486,51, Canada, >50K
51, Local-gov,211449, 12th,9, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,75918,3156,90, Columbia, <=50K
18, ?,261460, 10th,2, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,96654,730,94, ?, >50K
85, Federal-gov,522043, 12th,10, Separated, ?, Not-in-family, Black, Female,46153,3169,28, Cambodia, >50K
29, Federal-gov,58784, 10th,10, Divorced, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,88627,900,83, ?, >50K
28, Federal-gov,648386, 10th,7, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,60868,3430,22, Cambodia, >50K
89, ?,229874, 10th,14, Married-AF-spouse, ?, Husband, Other, Female,11371,2569,40, Cambodia, >50K
54, ?,179863, 11th,2, Married-AF-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,69564,1017,80, Cambodia, <=50K
53, Federal-gov,221977, 10th,13, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,44146,2778,40, ?, <=50K
45, Federal-gov,206184, 12th,11, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male,15718,404,42, ?, >50K
40, ?,29830, 10th,1, Divorced, Armed-Forces, Other-relative, Asian-Pac-Islander, Male,30768,2400,90, ?, >50K
46, Federal-gov,82473, 11th,11, Separated, ?, Unmarried, Amer-Indian-Eskimo, Male,45818,1956,20, Cambodia, <=50K
37, ?,143013, 10th,8, Married-AF-spouse, Armed-Forces, Husband, Amer-Indian-Eskimo, Female,24080,821,36, Canada, >50K
86, Federal-gov,387803, 10th,10, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,59531,3065,87, ?, >50K
30, ?,237770, 10th,9, Divorced, ?, Husband, Asian-Pac-Islander, Female,16387,2726,22, ?, <=50K
18, ?,732615, 11th,7, Divorced, ?, Husband, Asian-Pac-Islander, Female,74915,208,12, Canada, >50K
32, ?,603640, 10th,15, Married-AF-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Female,88627,3560,40, Canada, <=50K
86, Federal-gov,356217, 7th-8th,2, Divorced, ?, Unmarried, Black, Female,27090,156,58, Cuba, >50K
63, ?,461503, 10th,2, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,45150,3117,6, ?, <=50K
63, Federal-gov,42991, 11th,13, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,31103,182,68, Cambodia, <=50K
42, ?,87738, 9th,3, Divorced, ?, Other-relative, Asian-Pac-Islander, Female,47491,3900,49, Cambodia, >50K
34, Federal-gov,682604, 11th,8, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,59531,2569,7, ?, <=50K
38, Federal-gov,29830, 11th,9, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,20066,3156,56, Columbia, <=50K
76, Local-gov,550997, 10th,8, Married-AF-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Female,14046,2621,86, Canada, <=50K
41, Never-worked,150909, 11th,9, Never-married, ?, Not-in-family, Asian-Pac-Islander, Male,61537,2713,11, Canada, <=50K
56, ?,587847, 10th,15, Divorced, ?, Husband, Asian-Pac-Islander, Female,55517,91,74, ?, >50K
52, ?,237770, 10th,8, Divorced, Adm-clerical, Husband, Black, Male,70567,2921,7, Cambodia, >50K
21, Private,687869, 12th,15, Never-married, ?, Husband, Amer-Indian-Eskimo, Male,79932,313,55, Canada, >50K
47, ?,358849, 10th,14, Divorced, ?, Not-in-family, Black, Female,10702,952,78, ?, >50K
82, Never-worked,582582, 5th-6th,10, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,87958,1969,47, ?, >50K
58, Private,590479, 10th,15, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,25417,1434,46, Cambodia, <=50K
48, ?,356217, 5th-6th,1, Divorced, Adm-clerical, Own-child, Other, Female,6688,2595,89, Cambodia, >50K
47, ?,237770, 1st-4th,7, Divorced, ?, Not-in-family, Other, Male,37123,1186,51, China, >50K
33, ?,443078, 10th,12, Never-married, ?, Husband, Amer-Indian-Eskimo, Female,93978,652,50, ?, >50K
86, ?,416757, 10th,13, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,70567,169,36, Cambodia, >50K
18, ?,456239, 10th,14, Married-AF-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,61537,1121,25, ?, <=50K
82, Federal-gov,111427, 12th,2, Married-civ-spouse, Armed-Forces, Not-in-family, White, Female,60868,1617,49, Cambodia, <=50K
67, Self-emp-inc,232506, 11th,13, Married-AF-spouse, ?, Other-relative, Amer-Indian-Eskimo, Female,97992,1317,82, ?, <=50K
29, ?,664179, 7th-8th,4, Married-AF-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,62875,1082,15, ?, >50K
32, ?,382539, 10th,13, Married-AF-spouse, ?, Other-relative, Amer-Indian-Eskimo, Female,52842,3195,91, Canada, >50K
57, ?,143013, 1st-4th,9, Married-AF-spouse, Armed-Forces, Husband, Asian-Pac-Islander, Male,63878,2556,68, ?, >50K
36, Local-gov,71945, 10th,8, Divorced, Armed-Forces, Not-in-family, Asian-Pac-Islander, Male,39130,1969,70, Canada, <=50K
72, Private,669443, 10th,12, Divorced, ?, Husband, Amer-Indian-Eskimo, Male,60200,1278,95, ?, <=50K
73, ?,619433, 10th,8, Divorced, ?, Husband, Black, Female,1003,443,59, Canada, <=50K
20, Never-worked,398332, 12th,8, Divorced, ?, Not-in-family, Asian-Pac-Islander, Male,56855,2295,36, Cambodia, <=50K
24, ?,740512, 10th,5, Widowed, ?, Not-in-family, Amer-Indian-Eskimo, Male,8695,3404,29, ?, <=50K
47, Federal-gov,353585, 5th-6th,3, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,10367,2517,26, ?, <=50K
19, ?,564157, 10th,4, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,99664,2752,77, Cambodia, >50K
32, ?,171966, 11th,4, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,67223,1630,19, Cambodia, >50K
34, ?,519411, 7th-8th,8, Divorced, ?, Husband, Amer-Indian-Eskimo, Female,2341,873,91, ?, >50K
51, ?,127220, 11th,6, Married-AF-spouse, ?, Other-relative, Asian-Pac-Islander, Male,52842,260,36, Canada, >50K
20, Federal-gov,727351, 10th,15, Divorced, Adm-clerical, Husband, Black, Female,71905,1760,96, Cambodia, <=50K
38, ?,569422, 10th,11, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,69564,3286,32, Cambodia, >50K
38, Federal-gov,348321, 10th,13, Divorced, ?, Other-relative, Black, Male,45484,965,37, ?, >50K
